Player,Offense,Defense,Ovr,Season
Jaren Jackson Jr.,2.87,2.72,5.59,2023
Anthony Davis,2.48,2.98,5.46,2023
James Harden,5.44,0.01,5.45,2023
Derrick White,2.89,2.38,5.27,2023
Zion Williamson,4.27,0.72,4.99,2023
Jalen Brunson,5.37,-0.4,4.97,2023
Chris Paul,3.15,1.78,4.93,2023
Tyrese Haliburton,5.48,-0.69,4.8,2023
Immanuel Quickley,2.89,1.88,4.78,2023
Clint Capela,2.55,2.18,4.73,2023
Cameron Johnson,3.04,1.6,4.64,2023
Kristaps Porzingis,3.48,1.14,4.62,2023
Alex Caruso,0.81,3.81,4.62,2023
Ja Morant,4.14,0.48,4.61,2023
Domantas Sabonis,3.27,1.33,4.6,2023
Aaron Gordon,3.45,1.13,4.58,2023
Fred VanVleet,3.74,0.68,4.42,2023
Steven Adams,1.84,2.58,4.41,2023
Desmond Bane,3.98,0.38,4.36,2023
Brook Lopez,1.49,2.87,4.36,2023
Lauri Markkanen,4.19,0.07,4.26,2023
Robert Williams III,1.24,2.91,4.14,2023
Mike Conley,3.86,0.24,4.1,2023
Nic Claxton,1.69,2.32,4.01,2023
Draymond Green,0.35,3.62,3.97,2023
Herbert Jones,1.54,2.38,3.92,2023
Rudy Gobert,0.27,3.64,3.91,2023
Walker Kessler,1.86,2.03,3.89,2023
Franz Wagner,2.44,1.4,3.85,2023
Mitchell Robinson,1.41,2.42,3.83,2023
Kevin Huerter,4.07,-0.26,3.81,2023
Kevon Looney,2.3,1.51,3.8,2023
Delon Wright,2.35,1.43,3.79,2023
DeMar DeRozan,4.02,-0.26,3.76,2023
Jarrett Allen,1.3,2.45,3.75,2023
Al Horford,1.98,1.75,3.73,2023
Michael Porter Jr.,3.6,0.12,3.72,2023
Kenrich Williams,1.4,2.27,3.67,2023
OG Anunoby,1.67,1.99,3.66,2023
Jakob Poeltl,1.92,1.71,3.63,2023
Zach LaVine,3.69,-0.11,3.58,2023
Myles Turner,2.07,1.49,3.56,2023
Pascal Siakam,3.4,0.14,3.54,2023
Trae Young,4.9,-1.39,3.51,2023
Jae Crowder,1.49,1.95,3.44,2023
Karl-Anthony Towns,2.7,0.73,3.43,2023
Mikal Bridges,2.87,0.54,3.41,2023
Alec Burks,3.25,0.15,3.4,2023
Kyle Lowry,1.73,1.64,3.37,2023
Julius Randle,3.36,-0.11,3.24,2023
Isaiah Joe,3.79,-0.58,3.21,2023
Bradley Beal,3.46,-0.26,3.2,2023
Tyler Herro,3.11,0.08,3.19,2023
Austin Reaves,2.84,0.35,3.19,2023
Luke Kennard,3.22,-0.04,3.19,2023
Monte Morris,3.53,-0.37,3.16,2023
Marcus Smart,1.77,1.37,3.14,2023
Anthony Edwards,2.89,0.2,3.09,2023
Gary Payton II,1.99,1.07,3.07,2023
De'Aaron Fox,5.01,-1.95,3.06,2023
Josh Hart,2.16,0.83,2.99,2023
Jamal Murray,3.7,-0.79,2.91,2023
Brandon Ingram,2.87,0.03,2.9,2023
Mike Muscala,2.16,0.68,2.84,2023
Bam Adebayo,0.98,1.85,2.83,2023
D'Angelo Russell,3.29,-0.51,2.79,2023
Buddy Hield,3.13,-0.36,2.77,2023
Tobias Harris,1.69,1.03,2.72,2023
Larry Nance Jr.,0.88,1.8,2.68,2023
Dwight Powell,1.53,1.14,2.67,2023
Blake Griffin,0.52,2.14,2.66,2023
Javonte Green,1.06,1.59,2.65,2023
Jose Alvarado,1.57,1.07,2.65,2023
John Konchar,0.98,1.64,2.62,2023
Jusuf Nurkic,0.01,2.61,2.62,2023
T.J. McConnell,2.05,0.56,2.61,2023
Dejounte Murray,2.23,0.37,2.59,2023
LaMelo Ball,3.54,-1.01,2.53,2023
Tyrese Maxey,3.42,-0.91,2.51,2023
Kelly Olynyk,1.9,0.57,2.47,2023
Chris Boucher,1.65,0.83,2.47,2023
Ben Simmons,0.24,2.2,2.44,2023
Jaylen Brown,1.79,0.63,2.41,2023
Kemba Walker,2.37,0.04,2.41,2023
Wendell Carter Jr.,0.51,1.9,2.41,2023
Spencer Dinwiddie,2.5,-0.09,2.4,2023
Otto Porter Jr.,0.9,1.48,2.38,2023
Khris Middleton,2.31,0.07,2.38,2023
Isaiah Hartenstein,0.98,1.36,2.34,2023
Goga Bitadze,1.21,1.13,2.34,2023
Andre Drummond,-0.08,2.41,2.33,2023
Onyeka Okongwu,1.18,1.14,2.32,2023
Bogdan Bogdanovic,3.59,-1.3,2.29,2023
De'Anthony Melton,1.42,0.86,2.28,2023
Danny Green,1.03,1.21,2.24,2023
Jordan Clarkson,3.18,-0.96,2.22,2023
Kevin Love,0.68,1.54,2.22,2023
Sam Hauser,2.08,0.07,2.15,2023
Robert Covington,0.97,1.18,2.15,2023
Nicolas Batum,1.25,0.9,2.14,2023
Donte DiVincenzo,1.51,0.62,2.14,2023
Paul Reed,0.92,1.2,2.12,2023
Malcolm Brogdon,2.37,-0.25,2.11,2023
Lindy Waters III,2.2,-0.09,2.11,2023
Andrew Wiggins,0.61,1.5,2.11,2023
Josh Okogie,0.66,1.42,2.08,2023
Kris Dunn,2.93,-0.87,2.07,2023
Tony Bradley,0.37,1.68,2.05,2023
Trey Murphy III,2.37,-0.34,2.03,2023
Evan Mobley,0.14,1.88,2.02,2023
Joe Ingles,1.82,0.19,2.01,2023
Jalen Williams,1.86,0.13,1.99,2023
Tim Hardaway Jr.,1.92,0.04,1.96,2023
Bojan Bogdanovic,3.35,-1.41,1.94,2023
Matisse Thybulle,-0.13,2.06,1.93,2023
Ish Wainright,1.21,0.71,1.92,2023
Kyle Anderson,1.19,0.73,1.92,2023
George Hill,0.71,1.21,1.92,2023
Patrick Beverley,0.29,1.6,1.89,2023
Daniel Gafford,1.48,0.41,1.89,2023
Jock Landale,0.83,1.05,1.88,2023
Anfernee Simons,3.26,-1.39,1.87,2023
Montrezl Harrell,0.86,0.97,1.83,2023
Coby White,2.62,-0.8,1.82,2023
Grayson Allen,1.01,0.8,1.81,2023
Mason Plumlee,1.25,0.53,1.78,2023
CJ McCollum,3.09,-1.31,1.78,2023
Keegan Murray,2.43,-0.66,1.77,2023
Terance Mann,2.14,-0.39,1.75,2023
Nerlens Noel,-1.31,3.05,1.74,2023
Alperen Sengun,1.63,0.07,1.71,2023
Harrison Barnes,1.75,-0.07,1.68,2023
Terence Davis,1.78,-0.12,1.66,2023
Kentavious Caldwell-Pope,1.01,0.64,1.65,2023
Scottie Barnes,0.81,0.84,1.65,2023
Eugene Omoruyi,0.33,1.31,1.64,2023
Quentin Grimes,1.74,-0.1,1.64,2023
Markelle Fultz,1.38,0.26,1.63,2023
Kevin Porter Jr.,2.14,-0.51,1.63,2023
Tyus Jones,2.36,-0.75,1.61,2023
Terry Rozier,2.16,-0.58,1.58,2023
Gordon Hayward,0.23,1.34,1.58,2023
Mark Williams,0.33,1.24,1.58,2023
Xavier Tillman,-0.31,1.88,1.57,2023
Dillon Brooks,0.35,1.21,1.56,2023
Jonas Valanciunas,0.72,0.84,1.56,2023
Moritz Wagner,1.3,0.25,1.56,2023
Jarred Vanderbilt,1.26,0.29,1.55,2023
Ivica Zubac,-0.21,1.75,1.55,2023
Cameron Payne,1.35,0.19,1.53,2023
Zach Collins,1.06,0.46,1.52,2023
Caleb Martin,0.48,1.02,1.5,2023
Jerami Grant,1.06,0.44,1.5,2023
Klay Thompson,2.57,-1.11,1.47,2023
Dorian Finney-Smith,0.44,1.01,1.45,2023
Jared Butler,1.56,-0.12,1.44,2023
Charles Bassey,0.68,0.76,1.44,2023
Raul Neto,1.44,-0.02,1.41,2023
Christian Koloko,-0.6,2.01,1.41,2023
Jordan Goodwin,0.85,0.56,1.4,2023
Davis Bertans,2.16,-0.76,1.39,2023
Miles McBride,0.59,0.8,1.39,2023
Derrick Jones Jr.,0.87,0.52,1.39,2023
Jaden McDaniels,0.49,0.86,1.35,2023
Brandon Clarke,0.37,0.97,1.34,2023
Gary Trent Jr.,1.65,-0.31,1.33,2023
Gary Harris,1.25,0.05,1.3,2023
Jaylin Williams,-0.11,1.41,1.29,2023
Andre Iguodala,-0.45,1.72,1.27,2023
Tre Jones,1.97,-0.7,1.27,2023
Royce O'Neale,0.15,1.1,1.25,2023
Jordan McLaughlin,0.68,0.56,1.24,2023
Omer Yurtseven,-0.02,1.26,1.23,2023
Sam Merrill,1.26,-0.03,1.23,2023
Jevon Carter,0.68,0.54,1.22,2023
Luka Garza,2.43,-1.22,1.21,2023
Cody Martin,0.86,0.34,1.2,2023
Caris LeVert,1.38,-0.19,1.19,2023
Facundo Campazzo,0.09,1.1,1.19,2023
Landry Shamet,0.69,0.49,1.18,2023
Wenyen Gabriel,0.88,0.28,1.16,2023
Obi Toppin,1.18,-0.03,1.15,2023
Nikola Vucevic,0.76,0.38,1.14,2023
Ricky Rubio,-0.44,1.55,1.12,2023
Moses Brown,0.33,0.77,1.1,2023
Daniel Theis,-0.16,1.23,1.07,2023
Luke Kornet,0.46,0.6,1.06,2023
Deni Avdija,0.27,0.79,1.06,2023
Anthony Gill,0.78,0.27,1.05,2023
P.J. Tucker,-0.13,1.15,1.02,2023
Jalen Suggs,-0.26,1.27,1.02,2023
Dean Wade,-1.04,2.05,1.01,2023
Bobby Portis,1.29,-0.29,1.01,2023
Dennis Schroder,0.59,0.37,0.97,2023
Thaddeus Young,0.47,0.49,0.96,2023
Chimezie Metu,0.14,0.82,0.96,2023
AJ Griffin,1.87,-0.9,0.96,2023
Tari Eason,0.57,0.34,0.92,2023
Luguentz Dort,0.5,0.4,0.9,2023
Jalen McDaniels,1.02,-0.12,0.9,2023
P.J. Washington,0.93,-0.04,0.89,2023
Frank Kaminsky,0.76,0.12,0.88,2023
Anthony Lamb,0.95,-0.09,0.86,2023
Josh Green,0.57,0.29,0.86,2023
Dennis Smith Jr.,-1.41,2.25,0.85,2023
Keita Bates-Diop,0.76,0.06,0.82,2023
Jalen Duren,0.52,0.27,0.79,2023
Eric Gordon,1.4,-0.61,0.79,2023
Garrison Mathews,0.72,0.06,0.79,2023
Dario Saric,1.01,-0.23,0.78,2023
Isaiah Stewart,-0.53,1.32,0.78,2023
Orlando Robinson,-0.08,0.86,0.78,2023
Santi Aldama,0.64,0.14,0.77,2023
Gabe Vincent,0.57,0.18,0.75,2023
Nathan Knight,0.46,0.29,0.74,2023
John Collins,0.21,0.53,0.73,2023
Svi Mykhailiuk,1.41,-0.69,0.72,2023
AJ Green,1.9,-1.18,0.72,2023
Malik Monk,1.94,-1.23,0.71,2023
Devonte' Graham,1.4,-0.69,0.71,2023
Cole Anthony,1.63,-0.92,0.71,2023
Skylar Mays,1.84,-1.13,0.71,2023
Rodney McGruder,1.53,-0.82,0.7,2023
Jordan Poole,1.24,-0.55,0.69,2023
Isaac Okoro,0.34,0.34,0.69,2023
Marcus Morris Sr.,1.07,-0.39,0.68,2023
Trey Lyles,1.28,-0.61,0.67,2023
Saddiq Bey,1.83,-1.16,0.67,2023
Cedi Osman,1.61,-0.96,0.66,2023
Troy Brown Jr.,1.07,-0.42,0.65,2023
Corey Kispert,2.15,-1.51,0.64,2023
Edmond Sumner,0.88,-0.24,0.63,2023
Victor Oladipo,0.28,0.33,0.62,2023
Kessler Edwards,0.56,0.03,0.6,2023
Georges Niang,1.27,-0.68,0.59,2023
Willy Hernangomez,0.71,-0.13,0.59,2023
Mo Bamba,0.39,0.19,0.58,2023
Nick Richards,0.66,-0.09,0.57,2023
Deandre Ayton,-0.21,0.76,0.55,2023
Bruce Brown,0.75,-0.22,0.54,2023
Devin Vassell,1.33,-0.79,0.53,2023
Damion Lee,0.52,-0.01,0.51,2023
Jae'Sean Tate,-0.59,1.1,0.51,2023
Reggie Bullock Jr.,0.41,0.08,0.49,2023
Grant Williams,0.28,0.18,0.46,2023
Pat Connaughton,0.84,-0.39,0.46,2023
Nickeil Alexander-Walker,0.55,-0.1,0.45,2023
Kai Jones,-0.94,1.38,0.44,2023
Jalen Smith,0.49,-0.05,0.43,2023
Aaron Nesmith,0.91,-0.48,0.43,2023
Ryan Arcidiacono,-1.06,1.44,0.38,2023
Josh Richardson,0.87,-0.49,0.37,2023
Khem Birch,-0.31,0.63,0.31,2023
Kelly Oubre Jr.,0.77,-0.46,0.3,2023
Jalen Johnson,-0.05,0.35,0.3,2023
Justise Winslow,-1.08,1.38,0.3,2023
Aaron Wiggins,0.49,-0.19,0.3,2023
Boban Marjanovic,0.65,-0.4,0.25,2023
Cory Joseph,1.48,-1.23,0.25,2023
Russell Westbrook,0.7,-0.45,0.24,2023
Luka Samanic,-0.7,0.93,0.23,2023
Andrew Nembhard,0.55,-0.32,0.23,2023
Thomas Bryant,1.28,-1.05,0.23,2023
Bismack Biyombo,-1.51,1.72,0.21,2023
Cody Zeller,0.28,-0.08,0.2,2023
Isaiah Livers,0.92,-0.74,0.18,2023
Joe Harris,1,-0.83,0.17,2023
Kyle Kuzma,0.07,0.09,0.16,2023
Naz Reid,0.01,0.11,0.12,2023
Serge Ibaka,-0.14,0.27,0.12,2023
Alize Johnson,0.01,0.12,0.12,2023
Rudy Gay,-0.7,0.82,0.11,2023
Keldon Johnson,1.52,-1.41,0.11,2023
Wesley Matthews,0.08,0.02,0.1,2023
KJ Martin,1.72,-1.63,0.1,2023
Alex Len,-1.16,1.26,0.09,2023
Christian Wood,1.18,-1.09,0.09,2023
Jericho Sims,-0.42,0.51,0.09,2023
Marvin Bagley III,0.37,-0.28,0.09,2023
Hamidou Diallo,-0.74,0.83,0.08,2023
Reggie Jackson,-0.21,0.29,0.08,2023
Shake Milton,1.25,-1.17,0.08,2023
Cade Cunningham,0.21,-0.15,0.06,2023
Ochai Agbaji,1.41,-1.35,0.06,2023
Jeremiah Robinson-Earl,0.08,-0.02,0.06,2023
Dewayne Dedmon,-0.81,0.87,0.06,2023
Kevon Harris,-0.03,0.08,0.05,2023
Paolo Banchero,0.6,-0.57,0.03,2023
Saben Lee,-0.15,0.19,0.03,2023
Taurean Prince,0.37,-0.37,0,2023
Drew Eubanks,-0.03,0.01,-0.02,2023
Dylan Windler,-0.62,0.58,-0.03,2023
Aaron Holiday,0.27,-0.3,-0.03,2023
Naji Marshall,0.19,-0.25,-0.06,2023
Oshae Brissett,0.73,-0.81,-0.08,2023
Taj Gibson,-0.42,0.34,-0.08,2023
Jaxson Hayes,-0.79,0.71,-0.08,2023
Markieff Morris,0.08,-0.18,-0.1,2023
Yuta Watanabe,0.73,-0.83,-0.1,2023
Ty Jerome,0.82,-0.93,-0.11,2023
Dalano Banton,0.12,-0.23,-0.12,2023
Stanley Johnson,1.04,-1.16,-0.12,2023
De'Andre Hunter,0.07,-0.2,-0.13,2023
Precious Achiuwa,-0.06,-0.08,-0.14,2023
Usman Garuba,0.03,-0.19,-0.16,2023
Jonathan Kuminga,0.13,-0.31,-0.18,2023
Day'Ron Sharpe,0.33,-0.52,-0.19,2023
Talen Horton-Tucker,0.02,-0.22,-0.2,2023
Bones Hyland,2.62,-2.82,-0.2,2023
Ousmane Dieng,-0.47,0.26,-0.21,2023
Justin Champagnie,0.69,-0.93,-0.24,2023
Max Strus,1.06,-1.3,-0.24,2023
Torrey Craig,0.37,-0.63,-0.25,2023
Dyson Daniels,-1.46,1.21,-0.25,2023
Jaylen Nowell,1.37,-1.65,-0.28,2023
Josh Giddey,-0.26,-0.04,-0.3,2023
Sterling Brown,-0.32,0.02,-0.31,2023
Moses Moody,0.33,-0.65,-0.32,2023
Mamadi Diakite,-1.58,1.25,-0.33,2023
JaMychal Green,0.47,-0.84,-0.37,2023
Jeremy Sochan,-0.12,-0.26,-0.38,2023
Duncan Robinson,0.16,-0.54,-0.38,2023
Isaiah Jackson,-0.22,-0.2,-0.41,2023
Julian Champagnie,1.62,-2.04,-0.42,2023
Mfiondu Kabengele,-1.08,0.66,-0.42,2023
Admiral Schofield,0.15,-0.58,-0.43,2023
Zeke Nnaji,-0.75,0.32,-0.43,2023
Olivier Sarr,-0.18,-0.3,-0.48,2023
Kendrick Nunn,0.91,-1.39,-0.48,2023
Jalen Green,1.11,-1.61,-0.51,2023
Udoka Azubuike,-0.9,0.39,-0.51,2023
Bol Bol,-0.71,0.2,-0.51,2023
T.J. Warren,0.07,-0.6,-0.53,2023
Patrick Williams,-0.66,0.11,-0.55,2023
Seth Curry,0.83,-1.37,-0.55,2023
Danuel House Jr.,0.23,-0.79,-0.56,2023
Juancho Hernangomez,0.23,-0.81,-0.58,2023
Jaden Hardy,1.52,-2.12,-0.6,2023
Frank Jackson,0.33,-0.93,-0.6,2023
Jeff Dowtin Jr.,-0.14,-0.46,-0.61,2023
Christian Braun,-0.79,0.18,-0.61,2023
Payton Pritchard,0.1,-0.73,-0.63,2023
Kira Lewis Jr.,-0.14,-0.49,-0.63,2023
Shaquille Harrison,-1.03,0.38,-0.65,2023
Malik Beasley,0.89,-1.58,-0.69,2023
Matt Ryan,0.55,-1.28,-0.73,2023
PJ Dozier,-1.18,0.43,-0.75,2023
Ayo Dosunmu,-1.17,0.41,-0.76,2023
Davion Mitchell,-0.4,-0.37,-0.77,2023
KZ Okpala,-1.29,0.48,-0.81,2023
James Johnson,-1.09,0.28,-0.81,2023
Tre Mann,-0.24,-0.6,-0.85,2023
Robin Lopez,-1.12,0.28,-0.85,2023
Rui Hachimura,-0.68,-0.17,-0.86,2023
Austin Rivers,0.23,-1.1,-0.87,2023
Haywood Highsmith,-1.52,0.65,-0.88,2023
Damian Jones,-1.19,0.29,-0.9,2023
Bennedict Mathurin,0.52,-1.45,-0.92,2023
Patty Mills,0.52,-1.45,-0.93,2023
Max Christie,-1.02,0.09,-0.94,2023
Juan Toscano-Anderson,-1.32,0.37,-0.95,2023
RJ Barrett,0.06,-1.05,-0.99,2023
Caleb Houstan,-0.32,-0.68,-1,2023
Chris Duarte,-0.39,-0.61,-1,2023
Vlatko Cancar,-0.15,-0.87,-1.03,2023
John Wall,-0.57,-0.47,-1.04,2023
Jake LaRavia,-0.85,-0.25,-1.1,2023
Bruno Fernando,-0.92,-0.21,-1.13,2023
Romeo Langford,-0.83,-0.3,-1.13,2023
Aleksej Pokusevski,-1.44,0.3,-1.14,2023
Frank Ntilikina,-1.33,0.17,-1.16,2023
DeAndre Jordan,-1.15,-0.07,-1.21,2023
Cam Thomas,0.67,-1.9,-1.23,2023
Terry Taylor,0.05,-1.28,-1.23,2023
Michael Carter-Williams,-1.75,0.52,-1.23,2023
Goran Dragic,0.53,-1.77,-1.24,2023
Jabari Smith Jr.,-0.31,-0.96,-1.27,2023
Derrick Rose,-1.03,-0.25,-1.28,2023
Dominick Barlow,-1.01,-0.28,-1.29,2023
Maxi Kleber,-1.26,-0.05,-1.31,2023
Lamar Stevens,-1.15,-0.16,-1.32,2023
Collin Sexton,1.21,-2.53,-1.33,2023
McKinley Wright IV,0.05,-1.39,-1.34,2023
Norman Powell,0.75,-2.11,-1.36,2023
Bryn Forbes,-0.53,-0.85,-1.38,2023
Joshua Primo,-1.27,-0.16,-1.44,2023
Furkan Korkmaz,-1.13,-0.33,-1.46,2023
Terrence Ross,0.43,-1.89,-1.46,2023
Malachi Flynn,-0.09,-1.42,-1.51,2023
Vit Krejci,-0.52,-1,-1.53,2023
Sandro Mamukelashvili,0.09,-1.62,-1.53,2023
Killian Hayes,-1.04,-0.5,-1.55,2023
Brandon Boston Jr.,-1.09,-0.46,-1.55,2023
Trendon Watford,-0.16,-1.4,-1.56,2023
Nassir Little,0.29,-1.86,-1.58,2023
Theo Maledon,-0.55,-1.03,-1.59,2023
Kennedy Chandler,-1.19,-0.4,-1.59,2023
David Duke Jr.,-1.22,-0.37,-1.59,2023
Matthew Dellavedova,-0.83,-0.79,-1.62,2023
Garrett Temple,-1.21,-0.41,-1.63,2023
Shaedon Sharpe,0.66,-2.32,-1.66,2023
Chuma Okeke,-1.72,0.03,-1.69,2023
Jeff Green,-0.95,-0.76,-1.71,2023
Ziaire Williams,-1.48,-0.24,-1.72,2023
MarJon Beauchamp,-0.72,-1.01,-1.73,2023
Amir Coffey,-0.89,-0.87,-1.75,2023
David Roddy,-0.68,-1.07,-1.75,2023
TyTy Washington Jr.,-0.91,-0.87,-1.78,2023
Joe Wieskamp,-0.69,-1.11,-1.79,2023
Lindell Wigginton,-0.36,-1.49,-1.85,2023
Duane Washington Jr.,0.01,-1.87,-1.86,2023
Theo Pinson,0.27,-2.12,-1.86,2023
Doug McDermott,1.07,-2.94,-1.87,2023
Lonnie Walker IV,-0.14,-1.73,-1.87,2023
Thanasis Antetokounmpo,-1.54,-0.37,-1.91,2023
Evan Fournier,-0.9,-1.02,-1.92,2023
Jarrett Culver,-1.65,-0.35,-2,2023
Trent Forrest,-1.79,-0.23,-2.02,2023
Kevin Knox II,-0.71,-1.36,-2.07,2023
JaVale McGee,-1.76,-0.37,-2.13,2023
Richaun Holmes,-1.67,-0.49,-2.17,2023
Davon Reed,-1.87,-0.32,-2.19,2023
James Bouknight,-1.13,-1.06,-2.2,2023
Jabari Walker,-1.5,-0.71,-2.21,2023
Malaki Branham,0.11,-2.32,-2.22,2023
Greg Brown III,-2.04,-0.22,-2.26,2023
Justin Jackson,-1.17,-1.13,-2.3,2023
Bryce McGowens,-1.61,-0.71,-2.32,2023
R.J. Hampton,-0.73,-1.6,-2.33,2023
JT Thor,-1.83,-0.53,-2.36,2023
Justin Holiday,-1.36,-1.03,-2.39,2023
Darius Bazley,-2.88,0.48,-2.4,2023
Leandro Bolmaro,-2.66,0.25,-2.41,2023
Jordan Nwora,0.13,-2.61,-2.47,2023
Cam Reddish,-1.07,-1.4,-2.48,2023
Will Barton,-1.45,-1.06,-2.51,2023
Isaiah Roby,-2.03,-0.58,-2.61,2023
Daishen Nix,-1.67,-1.08,-2.75,2023
Gorgui Dieng,-1.45,-1.4,-2.85,2023
Jaden Ivey,-0.4,-2.48,-2.88,2023
Xavier Cooks,-1.12,-1.83,-2.95,2023
Jared Rhoden,-1.05,-1.92,-2.97,2023
Jay Huff,-1.15,-1.87,-3.02,2023
Ish Smith,-1.86,-1.21,-3.07,2023
Braxton Key,-1.34,-1.73,-3.07,2023
Trevelin Queen,-1.39,-1.68,-3.08,2023
Jamal Cain,-1.4,-1.74,-3.14,2023
Marko Simonovic,-1.42,-1.76,-3.17,2023
Gabe York,-1.18,-2,-3.17,2023
Josh Minott,-1.24,-1.93,-3.17,2023
Johnny Davis,-2.26,-0.92,-3.17,2023
Devon Dotson,-1.44,-1.75,-3.19,2023
Carlik Jones,-1.38,-1.81,-3.19,2023
Nate Williams,-1.21,-2,-3.21,2023
Ron Harper Jr.,-1.31,-1.91,-3.22,2023
Isaiah Mobley,-1.5,-1.72,-3.22,2023
Jarrell Brantley,-1.42,-1.82,-3.24,2023
Malcolm Hill,-1.39,-1.86,-3.26,2023
Xavier Moon,-1.34,-1.92,-3.26,2023
Mac McClung,-1.42,-1.85,-3.27,2023
Jason Preston,-1.29,-2,-3.29,2023
Quenton Jackson,-1.45,-1.86,-3.31,2023
Cole Swider,-1.34,-1.98,-3.32,2023
Kendall Brown,-1.56,-1.76,-3.32,2023
Buddy Boeheim,-1.5,-1.86,-3.35,2023
Dalen Terry,-1.63,-1.72,-3.36,2023
Trevor Hudgins,-1.46,-1.9,-3.37,2023
Jordan Schakel,-1.49,-1.88,-3.37,2023
Darius Days,-1.44,-1.93,-3.38,2023
Moussa Diabate,-1.34,-2.04,-3.38,2023
Jay Scrubb,-1.4,-1.98,-3.38,2023
Dereon Seabron,-1.43,-1.96,-3.39,2023
Donovan Williams,-1.45,-1.95,-3.4,2023
Tyrese Martin,-1.4,-2.01,-3.41,2023
Lester Quinones,-1.48,-1.94,-3.41,2023
Deonte Burton,-1.4,-2.03,-3.43,2023
Nikola Jovic,-1.52,-1.92,-3.44,2023
Jaden Springer,-1.46,-1.98,-3.44,2023
Jack White,-1.57,-1.87,-3.44,2023
Stanley Umude,-1.47,-1.99,-3.46,2023
Tyler Dorsey,-1.52,-1.95,-3.47,2023
James Wiseman,-1.25,-2.22,-3.47,2023
Scotty Pippen Jr.,-1.58,-1.89,-3.48,2023
Louis King,-1.42,-2.07,-3.49,2023
Justin Minaya,-1.38,-2.11,-3.49,2023
Jonathan Isaac,-1.6,-1.91,-3.52,2023
John Butler Jr.,-1.48,-2.04,-3.52,2023
Jacob Gilyard,-1.52,-2,-3.52,2023
Dru Smith,-1.6,-1.92,-3.53,2023
Michael Foster Jr.,-1.53,-2.01,-3.54,2023
Alondes Williams,-1.53,-2.02,-3.55,2023
Chris Silva,-1.63,-1.94,-3.57,2023
Chima Moneke,-1.56,-2.04,-3.59,2023
Isaiah Todd,-1.84,-1.77,-3.61,2023
RaiQuan Gray,-1.49,-2.14,-3.63,2023
Jamaree Bouyea,-1.47,-2.15,-3.63,2023
Peyton Watson,-1.49,-2.14,-3.63,2023
Jordan Hall,-1.79,-1.85,-3.63,2023
Noah Vonleh,-1.49,-2.15,-3.64,2023
Keon Johnson,-1.02,-2.62,-3.64,2023
Neemias Queta,-1.64,-2.01,-3.65,2023
Micah Potter,-1.8,-1.85,-3.65,2023
Meyers Leonard,-1.37,-2.29,-3.66,2023
Xavier Sneed,-1.72,-1.95,-3.66,2023
Keon Ellis,-1.59,-2.09,-3.68,2023
Josh Christopher,-0.95,-2.74,-3.69,2023
Trevor Keels,-1.61,-2.08,-3.7,2023
JD Davison,-1.61,-2.12,-3.72,2023
Kobi Simmons,-1.66,-2.06,-3.72,2023
Vince Williams Jr.,-1.86,-1.87,-3.74,2023
Chance Comanche,-1.53,-2.23,-3.77,2023
Patrick Baldwin Jr.,-1.78,-2.02,-3.81,2023
Vernon Carey Jr.,-1.83,-1.98,-3.81,2023
AJ Lawson,-1.69,-2.17,-3.85,2023
Kenneth Lofton Jr.,-1.48,-2.38,-3.86,2023
Udonis Haslem,-1.76,-2.11,-3.87,2023
Ryan Rollins,-1.92,-1.96,-3.88,2023
Wendell Moore Jr.,-1.64,-2.26,-3.9,2023
Johnny Juzang,-1.87,-2.05,-3.92,2023
Simone Fontecchio,-1.11,-2.9,-4,2023
Blake Wesley,-3.77,-1.64,-5.42,2023
Nikola Jokic,7.2,2.04,9.23,2022
Giannis Antetokounmpo,5.45,2.48,7.93,2022
Stephen Curry,6.62,1.23,7.85,2022
Jayson Tatum,5.46,1.68,7.14,2022
LeBron James,5.66,1.39,7.05,2022
Rudy Gobert,2.4,4.61,7.01,2022
Joel Embiid,4.8,2.2,7,2022
Kevin Durant,5.82,0.89,6.71,2022
Chris Paul,4.21,2.14,6.35,2022
Paul George,2.81,3.22,6.03,2022
Jrue Holiday,5.01,1.02,6.03,2022
Jimmy Butler,4,1.75,5.75,2022
Trae Young,7.53,-1.88,5.65,2022
Kyrie Irving,6.49,-0.84,5.65,2022
Karl-Anthony Towns,5.2,0.01,5.2,2022
Mike Conley,3.52,1.43,4.96,2022
James Harden,4.65,0.26,4.9,2022
Luka Doncic,5.55,-0.68,4.87,2022
Dejounte Murray,3.22,1.56,4.78,2022
Clint Capela,1.8,2.91,4.71,2022
Fred VanVleet,3,1.65,4.65,2022
Ja Morant,4.78,-0.22,4.56,2022
Darius Garland,3.96,0.57,4.53,2022
Devin Booker,5.21,-0.71,4.51,2022
Gary Payton II,1.99,2.48,4.48,2022
Patrick Beverley,2.12,2.3,4.42,2022
Jarrett Allen,1.75,2.63,4.37,2022
Marcus Smart,2.23,2.09,4.33,2022
Pascal Siakam,3.17,1.05,4.22,2022
Robert Williams III,1.69,2.52,4.21,2022
Jose Alvarado,2.55,1.61,4.16,2022
Paul Reed,2.1,2.04,4.15,2022
Isaiah Hartenstein,2.15,1.95,4.1,2022
Mikal Bridges,2.8,1.29,4.09,2022
Mike Muscala,2.6,1.46,4.07,2022
Immanuel Quickley,3.23,0.82,4.05,2022
Steven Adams,2.47,1.58,4.04,2022
