Player,OffenseMamba,DefenseMamba,Mamba,Season
Tyler Ulis,0.099,-1.196,-1.097,2017
C.J. Watson,-0.866,-0.215,-1.081,2017
Shelvin Mack,-0.739,-0.355,-1.094,2017
Jason Smith,-0.365,-0.793,-1.157,2017
Gerald Henderson,-0.698,-0.441,-1.139,2017
Jose Calderon,-0.545,-0.675,-1.22,2017
Treveon Graham,-1.16,-0.034,-1.194,2017
Zach Randolph,-0.37,-0.874,-1.244,2017
Taurean Prince,-2.831,1.71,-1.121,2017
Marco Belinelli,0.651,-1.987,-1.336,2017
Anthony Morrow,0.548,-1.887,-1.339,2017
James Michael McAdoo,-2.548,1.385,-1.163,2017
John Henson,-1.918,0.717,-1.201,2017
Troy Williams,-1.953,0.751,-1.202,2017
Gerald Green,0.451,-1.806,-1.355,2017
Jeff Withey,-0.792,-0.499,-1.291,2017
DeAndre Liggins,-2.235,1.03,-1.205,2017
Sean Kilpatrick,1.054,-2.473,-1.419,2017
Noah Vonleh,-2.94,1.748,-1.192,2017
Meyers Leonard,-0.311,-1.043,-1.354,2017
Allen Crabbe,0.74,-2.158,-1.418,2017
Paul Pierce,-2.172,0.928,-1.244,2017
Deyonta Davis,-2.85,1.635,-1.214,2017
Mike Dunleavy,-1.256,-0.066,-1.321,2017
Dario Saric,-0.988,-0.357,-1.345,2017
Randy Foye,-1.168,-0.17,-1.337,2017
Bobby Portis,-0.787,-0.603,-1.39,2017
Pat Connaughton,-0.111,-1.322,-1.432,2017
Domantas Sabonis,-2.849,1.545,-1.304,2017
Leandro Barbosa,-0.121,-1.364,-1.485,2017
Kris Dunn,-1.27,-0.162,-1.432,2017
Shaun Livingston,-1.126,-0.315,-1.441,2017
Dwight Powell,-0.484,-1.004,-1.488,2017
Jaylen Brown,-1.436,-0.008,-1.445,2017
Lance Stephenson,-1.33,-0.172,-1.502,2017
Bojan Bogdanovic,0.605,-2.225,-1.62,2017
Malik Beasley,-1.134,-0.404,-1.538,2017
Kris Humphries,-1.718,0.207,-1.511,2017
Brandon Ingram,-0.264,-1.384,-1.647,2017
Malachi Richardson,-1.229,-0.39,-1.619,2017
Rodney Stuckey,-1.458,-0.148,-1.605,2017
Alec Burks,-1.015,-0.639,-1.653,2017
Bismack Biyombo,-2.374,0.781,-1.593,2017
DeAndre' Bembry,-1.64,-0.008,-1.648,2017
Luis Scola,-0.853,-0.849,-1.701,2017
Buddy Hield,-0.029,-1.724,-1.753,2017
Evan Turner,-2.558,0.944,-1.614,2017
Brandon Rush,-0.877,-0.867,-1.743,2017
Brandon Bass,-0.02,-1.781,-1.801,2017
Okaro White,-1.151,-0.594,-1.745,2017
Alexis Ajinca,-2.814,1.156,-1.659,2017
Anthony Brown,-2.04,0.334,-1.706,2017
Paul Zipser,-1.493,-0.248,-1.741,2017
Mindaugas Kuzminskas,0.064,-1.9,-1.836,2017
Lance Thomas,-1.134,-0.691,-1.825,2017
Julius Randle,-0.578,-1.298,-1.877,2017
Justin Hamilton,-0.864,-1.027,-1.891,2017
Donatas Motiejunas,-2.194,0.365,-1.829,2017
Jake Layman,-1.719,-0.154,-1.873,2017
Marquese Chriss,-0.938,-0.987,-1.926,2017
Nik Stauskas,0.033,-2.03,-1.997,2017
Boris Diaw,-1.482,-0.445,-1.927,2017
James Young,-0.872,-1.118,-1.99,2017
Jordan Clarkson,-0.205,-1.834,-2.039,2017
Michael Beasley,-0.85,-1.155,-2.005,2017
Kay Felder,-1.977,0,-1.977,2017
Mike Miller,-1.524,-0.488,-2.012,2017
Terrence Jones,-1.16,-0.91,-2.07,2017
Shabazz Muhammad,0.404,-2.568,-2.164,2017
Jeff Green,-1.593,-0.511,-2.104,2017
James Jones,-0.167,-2.032,-2.199,2017
Marcelo Huertas,-1.022,-1.129,-2.151,2017
Wayne Selden,-1.968,-0.133,-2.101,2017
Al Jefferson,-1.619,-0.521,-2.139,2017
Brian Roberts,-1.533,-0.614,-2.147,2017
Trey Lyles,-1.579,-0.573,-2.152,2017
Roy Hibbert,-2.873,0.771,-2.102,2017
Jakob Poeltl,-1.932,-0.246,-2.178,2017
D.J. Augustin,-0.429,-1.839,-2.269,2017
Jarell Martin,-3.172,1.067,-2.105,2017
Omri Casspi,-0.83,-1.43,-2.26,2017
Nicolas Brussino,0.072,-2.492,-2.42,2017
Ed Davis,-1.606,-0.728,-2.335,2017
Arron Afflalo,-0.123,-2.315,-2.439,2017
Ivica Zubac,-1.434,-0.965,-2.4,2017
Joffrey Lauvergne,-1.091,-1.345,-2.436,2017
Darrun Hilliard,-2.478,0.122,-2.356,2017
Ian Clark,-0.128,-2.397,-2.525,2017
Thomas Robinson,-1.403,-1.05,-2.453,2017
Marcus Thornton,-0.595,-1.924,-2.519,2017
Miles Plumlee,-3.276,0.912,-2.364,2017
Anthony Bennett,0.433,-3.02,-2.588,2017
AJ Hammons,-1.486,-1.079,-2.565,2017
Dragan Bender,-1.714,-0.843,-2.557,2017
Alex Len,-3.251,0.785,-2.466,2017
Quinn Cook,0.917,-3.642,-2.725,2017
Metta World Peace,-1.982,-0.597,-2.579,2017
Alex Poythress,-1.255,-1.383,-2.639,2017
Marshall Plumlee,-1.256,-1.397,-2.654,2017
Spencer Hawes,-1.48,-1.184,-2.664,2017
Pascal Siakam,-3.043,0.45,-2.593,2017
Archie Goodwin,-0.905,-1.874,-2.779,2017
Hollis Thompson,-1.365,-1.414,-2.779,2017
Jordan McRae,-0.828,-2.022,-2.85,2017
Kyle Singler,-2.441,-0.314,-2.755,2017
Dejounte Murray,-2.225,-0.545,-2.77,2017
Emmanuel Mudiay,-1.375,-1.45,-2.825,2017
Joe Harris,-1.218,-1.729,-2.946,2017
Derrick Williams,-1.119,-1.889,-3.007,2017
Jamal Crawford,-0.284,-2.778,-3.061,2017
Cheick Diallo,-1.415,-1.584,-2.999,2017
Cameron Payne,-2.454,-0.549,-3.003,2017
Kevin Seraphin,-2.567,-0.457,-3.024,2017
Brandon Knight,-1.639,-1.447,-3.086,2017
Doug McDermott,-0.081,-3.125,-3.206,2017
Omer Asik,-2.44,-0.655,-3.095,2017
Isaiah Canaan,-1.93,-1.205,-3.134,2017
Jonathan Gibson,-1.2,-2.008,-3.208,2017
Rashad Vaughn,-2.083,-1.078,-3.162,2017
Briante Weber,-1.416,-1.791,-3.207,2017
Nicolas Laprovittola,-1.92,-1.29,-3.21,2017
Trey Burke,-0.931,-2.496,-3.427,2017
Rakeem Christmas,-1.649,-1.802,-3.451,2017
Damjan Rudez,-0.896,-2.736,-3.632,2017
Semaj Christon,-1.242,-2.405,-3.646,2017
Josh McRoberts,-1.467,-2.182,-3.649,2017
Georgios Papagiannis,-2.402,-1.485,-3.888,2017
Alan Anderson,-1.214,-2.896,-4.111,2017
Andrew Nicholson,-3.33,-0.655,-3.985,2017
Mario Hezonja,-2.893,-1.23,-4.122,2017
Patrick McCaw,-2.225,-2.314,-4.539,2017
Jahlil Okafor,-3.5,-1.037,-4.537,2017
Bryn Forbes,-1.648,-3.302,-4.951,2017
Wade Baldwin IV,-3.871,-1.298,-5.169,2017
Stephen Curry,9.806,0.362,10.167,2018
LeBron James,7.442,1.383,8.825,2018
Chris Paul,6.774,1.799,8.573,2018
James Harden,8.182,0.108,8.29,2018
Kyle Lowry,5.49,2.775,8.265,2018
Kemba Walker,6.125,1.897,8.022,2018
Kawhi Leonard,4.892,2.963,7.855,2018
Damian Lillard,7.41,0.289,7.699,2018
Anthony Davis,3.004,4.434,7.438,2018
Jimmy Butler,4.162,3.188,7.35,2018
Giannis Antetokounmpo,3.736,2.985,6.721,2018
Nikola Jokic,5.041,1.599,6.641,2018
Karl-Anthony Towns,5.525,0.656,6.182,2018
LaMarcus Aldridge,3.269,2.914,6.183,2018
Victor Oladipo,2.537,3.398,5.935,2018
Kevin Durant,5.782,-0.187,5.595,2018
Rudy Gobert,0.42,5.448,5.868,2018
Mike Conley,3.555,2.095,5.649,2018
Russell Westbrook,3.93,1.533,5.464,2018
Kyrie Irving,5.746,-0.671,5.074,2018
Robert Covington,1.568,3.646,5.214,2018
Joel Embiid,1.792,3.395,5.187,2018
Al Horford,1.967,2.992,4.959,2018
Otto Porter Jr.,3.131,1.241,4.372,2018
Fred VanVleet,3.041,1.332,4.373,2018
Eric Bledsoe,3.071,1.207,4.278,2018
Nikola Mirotic,3.298,0.946,4.245,2018
Kristaps Porzingis,1.216,3.151,4.366,2018
Jrue Holiday,1.765,2.551,4.316,2018
Kevin Love,3.355,0.644,3.999,2018
Blake Griffin,2.782,1.228,4.01,2018
Draymond Green,0.745,3.342,4.087,2018
John Wall,2.705,1.198,3.904,2018
DeMarcus Cousins,1.865,2.06,3.925,2018
Bradley Beal,3.789,0.009,3.797,2018
Tyreke Evans,3.194,0.577,3.771,2018
MarShon Brooks,5.176,-1.525,3.651,2018
Donovan Mitchell,1.699,2.142,3.841,2018
Patrick Beverley,1.389,2.405,3.793,2018
Paul George,2.758,0.902,3.66,2018
Ben Simmons,1.591,2.107,3.698,2018
Montrezl Harrell,2.794,0.807,3.601,2018
Eric Gordon,4.117,-0.601,3.516,2018
Gary Harris,3.163,0.387,3.55,2018
DeMar DeRozan,4.34,-0.933,3.407,2018
Spencer Dinwiddie,3.208,0.258,3.465,2018
Tyus Jones,2.651,0.745,3.395,2018
JJ Redick,4.052,-0.8,3.252,2018
Jordan Bell,1.239,2.153,3.393,2018
Joe Ingles,2.933,0.349,3.281,2018
Clint Capela,0.642,2.767,3.409,2018
Marreese Speights,2.145,1.142,3.288,2018
Tim Hardaway Jr.,2.221,0.989,3.21,2018
Goran Dragic,2.555,0.591,3.146,2018
Amir Johnson,-0.001,3.282,3.281,2018
Klay Thompson,2.678,0.434,3.112,2018
Danilo Gallinari,1.91,1.244,3.154,2018
Darren Collison,3.725,-0.712,3.014,2018
Khris Middleton,2.564,0.488,3.052,2018
David West,-0.842,4.083,3.241,2018
Steven Adams,1.508,1.466,2.974,2018
Jayson Tatum,1.172,1.735,2.908,2018
Anthony Tolliver,2.439,0.375,2.814,2018
Josh Magette,1.194,1.687,2.881,2018
Paul Millsap,0.242,2.694,2.936,2018
Salah Mejri,-0.406,3.343,2.937,2018
Delon Wright,1.336,1.481,2.816,2018
Ersan Ilyasova,1.303,1.502,2.804,2018
Davis Bertans,1.419,1.325,2.744,2018
Aaron Gordon,1.322,1.42,2.741,2018
Shaquille Harrison,0.864,1.898,2.762,2018
Tobias Harris,2.534,0.104,2.638,2018
Kyle Anderson,-0.128,2.917,2.789,2018
Tomas Satoransky,1.825,0.812,2.637,2018
DeMarre Carroll,1.184,1.459,2.643,2018
Ricky Rubio,0.743,1.911,2.654,2018
Kelly Olynyk,1.957,0.579,2.536,2018
Andre Roberson,-0.858,3.536,2.678,2018
Boban Marjanovic,0.69,1.875,2.565,2018
Jamil Wilson,1.188,1.3,2.488,2018
Nikola Vucevic,0.421,2.098,2.519,2018
Marc Gasol,0.446,2.048,2.494,2018
Justin Holiday,0.922,1.543,2.465,2018
Jaylen Brown,0.728,1.746,2.474,2018
Josh Richardson,0.604,1.865,2.468,2018
Al-Farouq Aminu,0.366,2.113,2.48,2018
Thaddeus Young,0.125,2.339,2.464,2018
CJ McCollum,2.487,-0.179,2.308,2018
DeAndre Jordan,0.561,1.86,2.421,2018
Larry Nance Jr.,0.057,2.354,2.411,2018
Nene,-0.624,3.024,2.4,2018
JaVale McGee,0.742,1.568,2.311,2018
J.J. Barea,3.701,-1.621,2.08,2018
Derrick Favors,0.296,1.967,2.262,2018
Jeremy Lamb,2.189,-0.055,2.134,2018
George Hill,1.674,0.426,2.1,2018
Dwight Powell,0.519,1.528,2.047,2018
Jamal Murray,3.046,-1.161,1.885,2018
Hassan Whiteside,-0.578,2.674,2.096,2018
Ekpe Udoh,-1.115,3.229,2.113,2018
Damion Lee,0.222,1.804,2.026,2018
JaKarr Sampson,-1.579,3.678,2.099,2018
Ish Smith,1.24,0.689,1.929,2018
Dirk Nowitzki,1.29,0.553,1.843,2018
Dejounte Murray,-1.427,3.431,2.004,2018
Thabo Sefolosha,0.097,1.795,1.891,2018
James Johnson,0.451,1.417,1.868,2018
Jeff Teague,1.876,-0.137,1.739,2018
Lonzo Ball,-0.684,2.574,1.89,2018
Zaza Pachulia,-0.205,2.055,1.85,2018
Taj Gibson,0.954,0.822,1.776,2018
Raul Neto,0.348,1.41,1.758,2018
Brook Lopez,0.722,1.009,1.731,2018
Aron Baynes,-2.12,4.021,1.901,2018
Danny Green,0.021,1.676,1.698,2018
Lou Williams,4.514,-3.104,1.411,2018
Myles Turner,-0.2,1.883,1.683,2018
Dewayne Dedmon,-0.194,1.873,1.68,2018
Shabazz Napier,0.873,0.721,1.594,2018
Kentavious Caldwell-Pope,1.772,-0.247,1.525,2018
Cody Zeller,-0.317,1.962,1.645,2018
Marvin Williams,0.855,0.665,1.519,2018
Kevon Looney,-0.498,2.088,1.59,2018
Patty Mills,2.729,-1.348,1.381,2018
Pascal Siakam,0.871,0.611,1.482,2018
Dario Saric,1.29,0.132,1.421,2018
Devin Harris,1.218,0.2,1.419,2018
Serge Ibaka,0.571,0.88,1.451,2018
Khem Birch,0.371,1.061,1.432,2018
Andrew Harrison,0.303,1.106,1.409,2018
Manu Ginobili,1.335,-0.005,1.33,2018
Josh Hart,1.793,-0.504,1.289,2018
Cameron Payne,0.704,0.646,1.35,2018
Carmelo Anthony,1.855,-0.591,1.264,2018
Kyle Korver,2.047,-0.8,1.247,2018
Luc Mbah a Moute,-0.865,2.273,1.408,2018
Vince Carter,0.835,0.461,1.296,2018
OG Anunoby,0.136,1.184,1.32,2018
Daniel Theis,-0.429,1.752,1.323,2018
Reggie Jackson,1.329,-0.113,1.216,2018
CJ Miles,1.928,-0.751,1.177,2018
Jonas Valanciunas,0.482,0.763,1.245,2018
Willie Cauley-Stein,-0.625,1.934,1.309,2018
Wayne Ellington,2.67,-1.562,1.107,2018
Marcus Smart,0.043,1.188,1.231,2018
Brandan Wright,0.01,1.222,1.233,2018
Lucas Nogueira,-0.892,2.172,1.28,2018
Langston Galloway,0.474,0.709,1.183,2018
Trey Lyles,1.342,-0.228,1.114,2018
Nemanja Bjelica,0.345,0.803,1.148,2018
Pau Gasol,-0.295,1.428,1.133,2018
Trey Burke,3.596,-2.701,0.895,2018
Malcolm Brogdon,1.67,-0.689,0.981,2018
Yogi Ferrell,0.463,0.589,1.052,2018
Royce O'Neale,-0.139,1.213,1.074,2018
Channing Frye,1.242,-0.268,0.974,2018
Dante Exum,-0.099,1.15,1.051,2018
Andre Drummond,-0.28,1.334,1.054,2018
John Collins,-0.202,1.246,1.045,2018
Andre Iguodala,0.227,0.786,1.014,2018
Terry Rozier,1.086,-0.143,0.942,2018
Jusuf Nurkic,-2.196,3.275,1.08,2018
Tyler Johnson,0.795,0.102,0.897,2018
Julius Randle,0.941,-0.087,0.853,2018
Jerian Grant,1.057,-0.215,0.842,2018
Jakob Poeltl,0.039,0.86,0.899,2018
Will Barton,2.084,-1.333,0.751,2018
Kent Bazemore,-0.072,0.946,0.874,2018
Bobby Portis,2.144,-1.421,0.723,2018
Terrence Ross,0.012,0.834,0.846,2018
Mario Chalmers,-0.729,1.616,0.888,2018
Isaiah Canaan,1.313,-0.565,0.747,2018
Alec Peters,1.477,-0.766,0.711,2018
Allen Crabbe,1.32,-0.601,0.718,2018
Milos Teodosic,1.403,-0.72,0.683,2018
Rudy Gay,-0.081,0.838,0.757,2018
Maxi Kleber,-0.198,0.954,0.757,2018
Troy Williams,-0.211,0.962,0.751,2018
Kyle O'Quinn,0.693,-0.031,0.662,2018
Devin Booker,2.196,-1.627,0.569,2018
Ryan Anderson,1.076,-0.453,0.622,2018
Rodney McGruder,1.596,-1.008,0.588,2018
Dennis Schroder,1.306,-0.707,0.599,2018
Andrew Bogut,-2.668,3.493,0.826,2018
Willy Hernangomez,0.193,0.412,0.605,2018
Harrison Barnes,-0.082,0.691,0.609,2018
Tyler Ennis,-0.894,1.546,0.652,2018
Justise Winslow,-1.393,2.074,0.681,2018
Nicolas Batum,1.188,-0.675,0.513,2018
Mason Plumlee,-0.431,1.034,0.602,2018
Buddy Hield,1.023,-0.519,0.505,2018
Jae Crowder,0.788,-0.287,0.501,2018
Jose Calderon,0.614,-0.128,0.486,2018
Eric Moreland,-1.884,2.494,0.611,2018
Evan Fournier,1.981,-1.636,0.344,2018
Jonas Jerebko,0.83,-0.435,0.395,2018
Tim Frazier,0.035,0.396,0.432,2018
Mike Muscala,0.464,-0.082,0.382,2018
Pat Connaughton,0.805,-0.444,0.361,2018
Michael Kidd-Gilchrist,-0.995,1.454,0.459,2018
Rondae Hollis-Jefferson,-0.389,0.804,0.415,2018
JaMychal Green,0.131,0.249,0.38,2018
Bam Adebayo,-1.025,1.468,0.443,2018
John Henson,-0.545,0.955,0.409,2018
Rajon Rondo,0.56,-0.23,0.33,2018
Jeff Green,0.252,0.08,0.332,2018
Shelvin Mack,0.83,-0.567,0.263,2018
Jarrett Jack,0.463,-0.182,0.281,2018
Cedi Osman,0.57,-0.31,0.259,2018
Domantas Sabonis,-0.398,0.702,0.304,2018
Bojan Bogdanovic,1.078,-0.873,0.205,2018
E'Twaun Moore,0.864,-0.661,0.203,2018
Brandon Ingram,-0.182,0.445,0.262,2018
Cory Joseph,0.872,-0.687,0.185,2018
Jared Dudley,-0.194,0.438,0.243,2018
Quincy Acy,-0.238,0.479,0.241,2018
Austin Rivers,1.46,-1.347,0.113,2018
Michael Carter-Williams,-1.031,1.283,0.253,2018
Ron Baker,-0.584,0.8,0.215,2018
D.J. Augustin,0.754,-0.627,0.127,2018
Kyle Kuzma,0.864,-0.756,0.108,2018
Trevor Booker,-0.544,0.733,0.19,2018
Damyean Dotson,-0.971,1.184,0.212,2018
Dwight Howard,-1.14,1.361,0.222,2018
Richaun Holmes,0.285,-0.161,0.124,2018
Tyson Chandler,-1.112,1.311,0.199,2018
Luke Kornet,0.567,-0.484,0.083,2018
Mike James,0.271,-0.177,0.095,2018
Omri Casspi,-0.411,0.545,0.134,2018
Trevor Ariza,0.298,-0.224,0.074,2018
Jarrett Allen,-0.983,1.133,0.15,2018
Patrick Patterson,-0.138,0.224,0.086,2018
Willie Reed,-0.699,0.814,0.115,2018
Avery Bradley,-0.461,0.561,0.1,2018
Lauri Markkanen,0.683,-0.657,0.026,2018
Tyler Zeller,-0.419,0.501,0.082,2018
Ed Davis,-0.676,0.748,0.072,2018
Maurice Harkless,-0.435,0.489,0.053,2018
Kosta Koufos,-1.415,1.527,0.111,2018
Taurean Prince,-0.057,0.081,0.024,2018
Mirza Teletovic,1.097,-1.143,-0.046,2018
Glenn Robinson III,-0.116,0.141,0.025,2018
Markieff Morris,-0.691,0.75,0.059,2018
Joe Harris,1.133,-1.198,-0.065,2018
Andrew Wiggins,0.653,-0.697,-0.044,2018
Gerald Green,1.652,-1.793,-0.141,2018
Greg Monroe,-0.06,0.002,-0.058,2018
Jerami Grant,-0.066,-0.016,-0.082,2018
Stanley Johnson,-1.323,1.298,-0.025,2018
Elfrid Payton,0.914,-1.078,-0.164,2018
Bogdan Bogdanovic,1.13,-1.346,-0.217,2018
Shaun Livingston,-0.341,0.183,-0.158,2018
Josh Huestis,-1.179,1.065,-0.114,2018
Juancho Hernangomez,-0.108,-0.082,-0.19,2018
Marcin Gortat,-1.452,1.343,-0.11,2018
Quinn Cook,1.777,-2.091,-0.314,2018
Courtney Lee,1.056,-1.329,-0.273,2018
Garrett Temple,-0.421,0.21,-0.211,2018
Malcolm Delaney,-0.136,-0.121,-0.257,2018
Frank Kaminsky,1.428,-1.794,-0.366,2018
Kris Dunn,-0.74,0.497,-0.243,2018
Luke Kennard,0.548,-0.884,-0.335,2018
Alex Caruso,-1.224,0.977,-0.246,2018
Dwight Buycks,-1.248,0.998,-0.25,2018
Travis Wear,-0.91,0.638,-0.273,2018
C.J. Williams,-0.436,0.099,-0.337,2018
Wesley Johnson,-1.859,1.587,-0.272,2018
Isaiah Thomas,2.516,-3.074,-0.558,2018
Ivica Zubac,-1.95,1.649,-0.301,2018
Brandon Jennings,0.796,-1.277,-0.48,2018
Robin Lopez,-1.478,1.111,-0.366,2018
Isaiah Taylor,-0.149,-0.298,-0.447,2018
Derrick Jones Jr.,-0.775,0.364,-0.411,2018
Caris LeVert,0.243,-0.717,-0.474,2018
Denzel Valentine,-0.304,-0.171,-0.476,2018
Luke Babbitt,0.739,-1.309,-0.57,2018
Ian Mahinmi,-1.634,1.206,-0.428,2018
Jason Terry,-0.61,0.113,-0.497,2018
Michael Beasley,0.28,-0.839,-0.558,2018
Dillon Brooks,-0.59,0.063,-0.526,2018
Wesley Matthews,0.406,-0.999,-0.593,2018
Rodney Hood,0.789,-1.407,-0.618,2018
Jonathon Simmons,0.271,-0.871,-0.6,2018
Alex Len,-1.052,0.519,-0.533,2018
Shane Larkin,-0.66,0.07,-0.59,2018
Raymond Felton,-0.163,-0.462,-0.626,2018
Guerschon Yabusele,0.424,-1.122,-0.698,2018
Wilson Chandler,-0.012,-0.663,-0.675,2018
Justin Anderson,0.109,-0.803,-0.694,2018
Dorian Finney-Smith,-1.057,0.393,-0.664,2018
Tyrone Wallace,-0.674,-0.018,-0.692,2018
Matthew Dellavedova,0.408,-1.167,-0.759,2018
Dion Waiters,-0.919,0.226,-0.694,2018
Ryan Arcidiacono,-1.106,0.393,-0.714,2018
Torrey Craig,-0.285,-0.493,-0.778,2018
Chandler Parsons,0.965,-1.852,-0.887,2018
Dwyane Wade,-1.294,0.489,-0.805,2018
Skal Labissiere,-0.844,-0.007,-0.851,2018
Richard Jefferson,-0.649,-0.224,-0.873,2018
Darius Miller,1.704,-2.728,-1.024,2018
Corey Brewer,-1.172,0.293,-0.879,2018
Emeka Okafor,-1.451,0.589,-0.862,2018
Kelly Oubre Jr.,0.246,-1.226,-0.98,2018
Doug McDermott,0.34,-1.352,-1.012,2018
James Ennis III,-0.234,-0.761,-0.995,2018
Isaiah Whitehead,-1.849,0.938,-0.912,2018
Sindarius Thornwell,-2.274,1.387,-0.887,2018
Zach LaVine,0.193,-1.232,-1.039,2018
Marquese Chriss,-1.86,0.94,-0.92,2018
Marco Belinelli,1.375,-2.49,-1.114,2018
Myke Henry,-1.533,0.592,-0.941,2018
Jordan Clarkson,0.668,-1.747,-1.079,2018
Tyler Ulis,-0.296,-0.739,-1.036,2018
Noah Vonleh,-1.967,1.031,-0.936,2018
Dennis Smith Jr.,-0.388,-0.648,-1.036,2018
Tarik Black,-2.789,1.835,-0.955,2018
Sam Dekker,-0.407,-0.694,-1.101,2018
Jabari Parker,0.064,-1.199,-1.135,2018
Brandon Paul,-2.284,1.284,-1.001,2018
Ante Zizic,0.511,-1.692,-1.181,2018
Mike Scott,-0.146,-1.027,-1.172,2018
Alex Abrines,0.591,-1.809,-1.218,2018
Jameer Nelson,-0.197,-0.977,-1.174,2018
Justin Jackson,-0.631,-0.547,-1.179,2018
Tyler Cavanaugh,1.372,-2.705,-1.333,2018
Nerlens Noel,-3.063,1.996,-1.068,2018
Antonio Blakeney,0.023,-1.299,-1.275,2018
Timothe Luwawu-Cabarrot,-0.603,-0.647,-1.249,2018
Lance Thomas,-1.605,0.416,-1.189,2018
Treveon Graham,-0.705,-0.539,-1.244,2018
Kenneth Faried,-0.292,-1.015,-1.307,2018
Frank Ntilikina,-2.168,0.966,-1.202,2018
Tony Snell,0.325,-1.679,-1.353,2018
Gorgui Dieng,-0.859,-0.435,-1.294,2018
Mario Hezonja,-0.651,-0.666,-1.317,2018
Zach Randolph,0.098,-1.483,-1.385,2018
Bryn Forbes,0.363,-1.786,-1.423,2018
Solomon Hill,-1.46,0.129,-1.331,2018
Dante Cunningham,-0.525,-0.863,-1.387,2018
Nick Young,1.043,-2.529,-1.486,2018
Malik Beasley,-0.999,-0.378,-1.378,2018
Jonathan Isaac,-3.504,2.264,-1.24,2018
Markelle Fultz,-2.402,1.056,-1.346,2018
Lance Stephenson,0.503,-2.077,-1.574,2018
Zach Collins,-1.492,0.031,-1.462,2018
Jarell Martin,-1.958,0.52,-1.438,2018
Tony Allen,-1.536,0.07,-1.466,2018
Jawun Evans,-1.907,0.456,-1.452,2018
Aaron Brooks,-0.687,-0.893,-1.581,2018
Ramon Sessions,-0.856,-0.728,-1.583,2018
D'Angelo Russell,0.408,-2.068,-1.66,2018
T.J. McConnell,-1.695,0.044,-1.652,2018
Tristan Thompson,-1.18,-0.511,-1.69,2018
Sterling Brown,-1.913,0.228,-1.685,2018
Dragan Bender,-1.78,0.061,-1.719,2018
Wes Iwundu,-2.075,0.337,-1.738,2018
Miles Plumlee,-3.062,1.367,-1.695,2018
Troy Daniels,1.597,-3.594,-1.997,2018
David Nwaba,-0.773,-1.092,-1.865,2018
Jodie Meeks,0.447,-2.406,-1.959,2018
Kyle Collinsworth,-1.085,-0.789,-1.874,2018
Deyonta Davis,-0.283,-1.708,-1.99,2018
Julyan Stone,-1.326,-0.623,-1.948,2018
Tyler Dorsey,-0.228,-1.818,-2.047,2018
Tony Parker,-0.974,-1.055,-2.029,2018
Al Jefferson,-0.898,-1.148,-2.046,2018
Timofey Mozgov,-3.565,1.678,-1.886,2018
Ian Clark,-0.395,-1.73,-2.125,2018
Iman Shumpert,-1.748,-0.304,-2.052,2018
De'Aaron Fox,-1.43,-0.709,-2.138,2018
Alec Burks,-0.376,-1.868,-2.245,2018
Ivan Rabb,-0.667,-1.568,-2.235,2018
Damien Wilkins,-1.064,-1.169,-2.233,2018
Dakari Johnson,-1.77,-0.439,-2.209,2018
Wayne Selden,0.304,-2.648,-2.344,2018
Nik Stauskas,-0.475,-1.839,-2.314,2018
Meyers Leonard,0.3,-2.699,-2.399,2018
Evan Turner,-2.577,0.177,-2.4,2018
Joe Young,-1.606,-0.918,-2.523,2018
Thon Maker,-1.135,-1.419,-2.554,2018
JR Smith,-0.423,-2.187,-2.61,2018
Terrance Ferguson,-0.957,-1.644,-2.601,2018
Johnathan Motley,-0.575,-2.06,-2.635,2018
Joe Johnson,-1.643,-0.959,-2.602,2018
Norman Powell,-1.487,-1.151,-2.638,2018
Rodney Purvis,-2.05,-0.573,-2.623,2018
Dwayne Bacon,-2.676,0.07,-2.605,2018
Ben McLemore,-1.891,-0.768,-2.659,2018
Jason Smith,-2.688,0.066,-2.622,2018
Shabazz Muhammad,-0.55,-2.224,-2.774,2018
Josh Jackson,-2.276,-0.399,-2.675,2018
DeAndre Liggins,-2.893,0.173,-2.72,2018
Aaron Harrison,-1.885,-0.914,-2.799,2018
Jake Layman,-2.122,-0.863,-2.985,2018
John Holland,-1.648,-1.394,-3.042,2018
Gary Payton II,-1.199,-1.876,-3.075,2018
Quincy Pondexter,-3.299,0.339,-2.96,2018
Malachi Richardson,-2.13,-0.902,-3.032,2018
Semi Ojeleye,-2.524,-0.492,-3.016,2018
Cheick Diallo,-1.427,-1.689,-3.116,2018
Rashad Vaughn,-1.631,-1.496,-3.127,2018
Jamel Artis,-1.737,-1.432,-3.169,2018
Bismack Biyombo,-3.092,-0.019,-3.111,2018
Marcus Georges-Hunt,-1.418,-1.813,-3.231,2018
Jerryd Bayless,-1.531,-1.756,-3.286,2018
Omer Asik,-2.952,-0.333,-3.286,2018
DeAndre' Bembry,-3.357,0.036,-3.321,2018
Henry Ellenson,-1.548,-1.89,-3.438,2018
Sean Kilpatrick,-0.541,-3.018,-3.559,2018
Jordan Mickey,-2.926,-0.698,-3.624,2018
Caleb Swanigan,-3.731,0.046,-3.685,2018
Arron Afflalo,-1.676,-2.275,-3.951,2018
Cristiano Felicio,-2.734,-1.2,-3.934,2018
Isaiah Hicks,-2.863,-1.071,-3.933,2018
Johnny O'Bryant III,-2.425,-1.56,-3.985,2018
Derrick Rose,-1.196,-2.874,-4.07,2018
